loan_id,origination_date,loan_product,monthly_income_inr,cibil_score,loan_amount_inr,interest_rate_pct,dti_ratio,days_past_due,ind_as_stage,default_flag,is_approved,decision_reason,risk_tier
LN030412,2025-10-17,Personal Loan,52800.0,900,268000.0,14.0,0.277,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030413,2024-10-06,Two-Wheeler,63200.0,768,100000.0,16.2,0.239,0,Current,0,True,Approved,Tier 2: Prime
LN030417,2026-03-19,Two-Wheeler,76600.0,824,119000.0,15.27,0.168,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030418,2025-02-22,Consumer Durable,60300.0,655,35000.0,18.08,0.135,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030420,2025-02-17,Two-Wheeler,158200.0,707,58000.0,17.22,0.315,0,Current,0,True,Approved,Tier 3: Near Prime
LN030421,2025-10-01,Consumer Durable,61600.0,688,53000.0,17.53,0.235,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030424,2026-03-22,Two-Wheeler,42400.0,724,91000.0,16.93,0.375,0,Current,0,True,Approved,Tier 3: Near Prime
LN030425,2025-11-02,Consumer Durable,39200.0,693,32000.0,17.45,0.398,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030426,2025-07-17,Two-Wheeler,98700.0,761,101000.0,16.32,0.306,0,Current,0,True,Approved,Tier 2: Prime
LN030429,2024-12-26,Two-Wheeler,37300.0,780,50000.0,16.0,0.333,0,Current,0,True,Approved,Tier 2: Prime
LN030432,2025-08-06,Two-Wheeler,67300.0,742,135000.0,16.63,0.248,0,Current,0,True,Approved,Tier 3: Near Prime
LN030433,2026-03-15,Personal Loan,54800.0,705,54000.0,17.25,0.256,6,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030437,2024-11-14,Personal Loan,39300.0,761,119000.0,16.32,0.414,2,Stage 1,0,True,Approved,Tier 2: Prime
LN030438,2025-08-14,Two-Wheeler,72900.0,763,87000.0,16.28,0.502,13,Stage 1,0,True,Approved,Tier 2: Prime
LN030440,2025-03-31,Personal Loan,83900.0,768,410000.0,16.2,0.544,0,Current,0,True,Approved,Tier 2: Prime
LN030441,2025-09-19,Two-Wheeler,40900.0,724,43000.0,16.93,0.337,16,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030442,2025-12-19,Two-Wheeler,29800.0,671,70000.0,17.82,0.348,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030446,2026-05-05,Consumer Durable,101100.0,813,62000.0,15.45,0.214,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030447,2024-11-07,Two-Wheeler,47600.0,671,105000.0,17.82,0.375,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030450,2025-02-17,Two-Wheeler,30800.0,725,57000.0,16.92,0.274,0,Current,0,True,Approved,Tier 3: Near Prime
LN030451,2025-06-23,Two-Wheeler,39700.0,759,59000.0,16.35,0.542,81,Stage 2,0,True,Approved,Tier 2: Prime
LN030454,2026-05-07,Consumer Durable,32300.0,851,44000.0,14.82,0.496,40,Stage 2,0,True,Approved,Tier 1: Prime Plus
LN030457,2025-10-05,Personal Loan,215000.0,705,243000.0,17.25,0.193,0,Current,0,True,Approved,Tier 3: Near Prime
LN030458,2025-04-15,Two-Wheeler,53900.0,678,94000.0,17.7,0.231,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030459,2026-07-27,Consumer Durable,62300.0,739,74000.0,16.68,0.374,0,Current,0,True,Approved,Tier 3: Near Prime
LN030461,2025-12-20,Two-Wheeler,138700.0,697,95000.0,17.38,0.265,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030464,2025-10-03,Two-Wheeler,53900.0,814,88000.0,15.43,0.291,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030466,2024-10-14,Two-Wheeler,62700.0,779,101000.0,16.02,0.372,28,Stage 1,0,True,Approved,Tier 2: Prime
LN030470,2024-08-05,Consumer Durable,30200.0,769,28000.0,16.18,0.231,0,Current,0,True,Approved,Tier 2: Prime
LN030476,2025-06-19,Two-Wheeler,47200.0,705,53000.0,17.25,0.422,29,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030477,2025-04-10,Consumer Durable,58700.0,769,43000.0,16.18,0.149,0,Current,0,True,Approved,Tier 2: Prime
LN030478,2026-05-22,Two-Wheeler,78800.0,738,124000.0,16.7,0.242,0,Current,0,True,Approved,Tier 3: Near Prime
LN030480,2024-08-19,Two-Wheeler,41400.0,696,144000.0,17.4,0.31,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030482,2024-12-07,Personal Loan,324600.0,681,504000.0,17.65,0.235,17,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN030483,2025-11-17,Consumer Durable,19800.0,713,26000.0,17.12,0.28,0,Current,0,True,Approved,Tier 3: Near Prime
LN030484,2025-06-30,Consumer Durable,15900.0,695,56000.0,17.42,0.445,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030486,2025-09-16,Two-Wheeler,31800.0,730,129000.0,16.83,0.261,0,Current,0,True,Approved,Tier 3: Near Prime
LN030488,2024-08-22,Two-Wheeler,48700.0,728,59000.0,16.87,0.299,18,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030490,2025-11-18,Personal Loan,34300.0,676,52000.0,17.73,0.194,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030492,2024-09-23,Two-Wheeler,41700.0,700,118000.0,17.33,0.383,9,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030494,2026-04-05,Two-Wheeler,44800.0,772,107000.0,16.13,0.528,0,Current,0,True,Approved,Tier 2: Prime
LN030495,2026-04-20,Two-Wheeler,30200.0,749,130000.0,16.52,0.544,0,Current,0,True,Approved,Tier 3: Near Prime
LN030496,2025-02-09,Personal Loan,42100.0,846,183000.0,14.9,0.538,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030497,2025-10-14,Two-Wheeler,48900.0,835,40000.0,15.08,0.302,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030500,2024-12-21,Personal Loan,49700.0,900,101000.0,14.0,0.402,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030501,2025-06-16,Consumer Durable,54100.0,666,54000.0,17.9,0.186,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030502,2025-06-04,Two-Wheeler,54800.0,791,103000.0,15.82,0.316,0,Current,0,True,Approved,Tier 2: Prime
LN030504,2025-12-03,Consumer Durable,22300.0,781,73000.0,15.98,0.369,0,Current,0,True,Approved,Tier 2: Prime
LN030505,2026-05-17,Two-Wheeler,54000.0,766,136000.0,16.23,0.459,0,Current,0,True,Approved,Tier 2: Prime
LN030509,2026-03-15,Two-Wheeler,35500.0,848,47000.0,14.87,0.525,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030510,2024-11-28,Two-Wheeler,89400.0,839,41000.0,15.02,0.377,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030514,2026-03-01,Personal Loan,60300.0,686,212000.0,17.57,0.532,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030517,2024-12-30,Two-Wheeler,112600.0,745,97000.0,16.58,0.174,0,Current,0,True,Approved,Tier 3: Near Prime
LN030518,2025-08-02,Consumer Durable,24200.0,721,37000.0,16.98,0.185,0,Current,0,True,Approved,Tier 3: Near Prime
LN030520,2026-05-28,Personal Loan,80600.0,735,173000.0,16.75,0.461,0,Current,0,True,Approved,Tier 3: Near Prime
LN030523,2025-08-26,Two-Wheeler,46000.0,687,57000.0,17.55,0.381,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030528,2024-10-30,Personal Loan,29900.0,745,290000.0,16.58,0.475,0,Current,0,True,Approved,Tier 3: Near Prime
LN030532,2026-03-05,Two-Wheeler,22200.0,700,89000.0,17.33,0.512,138,Stage 3 (Default),1,True,Approved,Tier 3: Near Prime
LN030535,2025-12-07,Consumer Durable,64800.0,664,76000.0,17.93,0.161,75,Stage 2,0,True,Approved,Tier 4: Sub-Prime
LN030536,2024-12-26,Personal Loan,49900.0,734,118000.0,16.77,0.285,163,Stage 3 (Default),1,True,Approved,Tier 3: Near Prime
LN030537,2026-03-13,Personal Loan,63200.0,690,166000.0,17.5,0.231,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030538,2026-06-28,Personal Loan,178900.0,652,206000.0,18.13,0.24,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030541,2025-05-30,Consumer Durable,118700.0,742,38000.0,16.63,0.386,0,Current,0,True,Approved,Tier 3: Near Prime
LN030542,2026-04-15,Two-Wheeler,59000.0,764,60000.0,16.27,0.404,0,Current,0,True,Approved,Tier 2: Prime
LN030543,2024-12-17,Consumer Durable,101000.0,767,41000.0,16.22,0.239,0,Current,0,True,Approved,Tier 2: Prime
LN030545,2025-01-25,Consumer Durable,23100.0,705,61000.0,17.25,0.423,0,Current,0,True,Approved,Tier 3: Near Prime
LN030546,2026-07-31,Personal Loan,154300.0,716,393000.0,17.07,0.447,0,Current,0,True,Approved,Tier 3: Near Prime
LN030548,2024-12-07,Consumer Durable,80500.0,664,22000.0,17.93,0.23,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030549,2025-01-28,Personal Loan,83500.0,829,420000.0,15.18,0.503,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030550,2025-11-11,Consumer Durable,105600.0,679,35000.0,17.68,0.293,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030552,2024-11-17,Consumer Durable,60000.0,735,34000.0,16.75,0.293,0,Current,0,True,Approved,Tier 3: Near Prime
LN030553,2024-12-01,Two-Wheeler,66100.0,774,130000.0,16.1,0.361,0,Current,0,True,Approved,Tier 2: Prime
LN030555,2025-06-26,Personal Loan,92100.0,764,236000.0,16.27,0.395,0,Current,0,True,Approved,Tier 2: Prime
LN030557,2024-11-26,Two-Wheeler,95200.0,770,126000.0,16.17,0.316,0,Current,0,True,Approved,Tier 2: Prime
LN030558,2026-04-27,Two-Wheeler,79000.0,743,70000.0,16.62,0.142,12,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030564,2025-07-30,Consumer Durable,52400.0,655,28000.0,18.08,0.417,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030565,2025-03-25,Personal Loan,60700.0,760,180000.0,16.33,0.395,0,Current,0,True,Approved,Tier 2: Prime
LN030567,2025-10-27,Consumer Durable,44300.0,777,68000.0,16.05,0.423,0,Current,0,True,Approved,Tier 2: Prime
LN030568,2026-07-22,Personal Loan,132400.0,672,260000.0,17.8,0.361,29,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN030569,2025-05-03,Two-Wheeler,49000.0,712,82000.0,17.13,0.441,0,Current,0,True,Approved,Tier 3: Near Prime
LN030570,2026-03-27,Two-Wheeler,85500.0,767,62000.0,16.22,0.21,0,Current,0,True,Approved,Tier 2: Prime
LN030571,2026-02-04,Two-Wheeler,48400.0,828,131000.0,15.2,0.233,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030572,2024-11-18,Two-Wheeler,45700.0,805,42000.0,15.58,0.283,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030573,2026-02-11,Two-Wheeler,69200.0,805,109000.0,15.58,0.316,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030575,2024-09-16,Two-Wheeler,61300.0,809,79000.0,15.52,0.351,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030580,2026-03-20,Two-Wheeler,119000.0,651,55000.0,18.15,0.216,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030581,2025-11-19,Personal Loan,96000.0,732,83000.0,16.8,0.378,0,Current,0,True,Approved,Tier 3: Near Prime
LN030582,2026-04-16,Consumer Durable,39600.0,719,32000.0,17.02,0.165,0,Current,0,True,Approved,Tier 3: Near Prime
LN030583,2024-09-01,Two-Wheeler,204200.0,701,52000.0,17.32,0.239,0,Current,0,True,Approved,Tier 3: Near Prime
LN030585,2025-05-27,Consumer Durable,44600.0,707,43000.0,17.22,0.357,0,Current,0,True,Approved,Tier 3: Near Prime
LN030587,2026-07-14,Two-Wheeler,46200.0,744,140000.0,16.6,0.472,40,Stage 2,0,True,Approved,Tier 3: Near Prime
LN030588,2024-10-23,Two-Wheeler,33600.0,717,132000.0,17.05,0.285,0,Current,0,True,Approved,Tier 3: Near Prime
LN030589,2026-04-05,Consumer Durable,37100.0,770,68000.0,16.17,0.453,29,Stage 1,0,True,Approved,Tier 2: Prime
LN030594,2026-03-29,Consumer Durable,26500.0,651,74000.0,18.15,0.539,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030595,2026-06-23,Consumer Durable,72400.0,851,22000.0,14.82,0.129,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030597,2026-03-27,Two-Wheeler,81900.0,803,58000.0,15.62,0.505,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030598,2024-09-02,Consumer Durable,54300.0,760,77000.0,16.33,0.468,109,Stage 3 (Default),1,True,Approved,Tier 2: Prime
LN030600,2025-11-10,Personal Loan,58800.0,697,526000.0,17.38,0.525,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030602,2026-05-03,Consumer Durable,53500.0,703,75000.0,17.28,0.309,24,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030603,2026-03-31,Two-Wheeler,34200.0,799,131000.0,15.68,0.44,0,Current,0,True,Approved,Tier 2: Prime
LN030606,2025-06-27,Two-Wheeler,76100.0,761,54000.0,16.32,0.233,0,Current,0,True,Approved,Tier 2: Prime
LN030611,2024-09-18,Consumer Durable,99600.0,660,27000.0,18.0,0.314,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030613,2025-01-29,Personal Loan,89100.0,767,902000.0,16.22,0.508,46,Stage 2,0,True,Approved,Tier 2: Prime
LN030614,2024-12-11,Consumer Durable,53900.0,723,29000.0,16.95,0.349,74,Stage 2,0,True,Approved,Tier 3: Near Prime
LN030616,2024-08-15,Two-Wheeler,42400.0,823,108000.0,15.28,0.444,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030617,2025-04-02,Two-Wheeler,92000.0,684,136000.0,17.6,0.416,25,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN030620,2025-07-31,Personal Loan,56100.0,670,164000.0,17.83,0.438,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030622,2026-07-29,Personal Loan,133600.0,734,178000.0,16.77,0.484,21,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030623,2025-10-10,Consumer Durable,54300.0,831,49000.0,15.15,0.375,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030624,2026-01-27,Personal Loan,48400.0,757,117000.0,16.38,0.433,0,Current,0,True,Approved,Tier 2: Prime
LN030626,2025-08-04,Two-Wheeler,42800.0,698,145000.0,17.37,0.469,27,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN030627,2024-10-18,Two-Wheeler,46800.0,685,138000.0,17.58,0.228,75,Stage 2,0,True,Approved,Tier 4: Sub-Prime
LN030630,2024-11-25,Personal Loan,29300.0,766,145000.0,16.23,0.336,0,Current,0,True,Approved,Tier 2: Prime
LN030632,2025-11-07,Two-Wheeler,27100.0,674,86000.0,17.77,0.503,45,Stage 2,0,True,Approved,Tier 4: Sub-Prime
LN030633,2025-11-03,Personal Loan,53900.0,793,106000.0,15.78,0.207,0,Current,0,True,Approved,Tier 2: Prime
LN030634,2026-05-31,Two-Wheeler,43600.0,746,42000.0,16.57,0.409,0,Current,0,True,Approved,Tier 3: Near Prime
LN030635,2024-10-09,Two-Wheeler,58700.0,763,138000.0,16.28,0.265,0,Current,0,True,Approved,Tier 2: Prime
LN030636,2026-01-16,Consumer Durable,54100.0,797,32000.0,15.72,0.297,0,Current,0,True,Approved,Tier 2: Prime
LN030637,2025-09-25,Consumer Durable,51900.0,697,72000.0,17.38,0.529,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030639,2026-02-03,Personal Loan,68400.0,740,73000.0,16.67,0.176,42,Stage 2,0,True,Approved,Tier 3: Near Prime
LN030640,2026-02-06,Personal Loan,58200.0,786,95000.0,15.9,0.369,20,Stage 1,0,True,Approved,Tier 2: Prime
LN030641,2026-05-31,Consumer Durable,71800.0,725,62000.0,16.92,0.496,0,Current,0,True,Approved,Tier 3: Near Prime
LN030643,2026-01-19,Two-Wheeler,44000.0,693,81000.0,17.45,0.497,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030647,2025-04-11,Personal Loan,87300.0,737,160000.0,16.72,0.371,0,Current,0,True,Approved,Tier 3: Near Prime
LN030650,2025-07-27,Personal Loan,47000.0,716,103000.0,17.07,0.462,0,Current,0,True,Approved,Tier 3: Near Prime
LN030652,2025-04-27,Two-Wheeler,39000.0,796,147000.0,15.73,0.433,0,Current,0,True,Approved,Tier 2: Prime
LN030659,2026-01-25,Two-Wheeler,70500.0,689,95000.0,17.52,0.211,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030661,2025-02-28,Consumer Durable,64300.0,746,46000.0,16.57,0.52,0,Current,0,True,Approved,Tier 3: Near Prime
LN030663,2025-11-08,Consumer Durable,91300.0,778,80000.0,16.03,0.298,0,Current,0,True,Approved,Tier 2: Prime
LN030664,2025-11-26,Consumer Durable,50200.0,734,77000.0,16.77,0.491,0,Current,0,True,Approved,Tier 3: Near Prime
LN030666,2025-07-07,Consumer Durable,219400.0,767,76000.0,16.22,0.413,0,Current,0,True,Approved,Tier 2: Prime
LN030670,2025-07-02,Personal Loan,62200.0,734,102000.0,16.77,0.371,0,Current,0,True,Approved,Tier 3: Near Prime
LN030676,2026-03-24,Two-Wheeler,35100.0,772,111000.0,16.13,0.212,0,Current,0,True,Approved,Tier 2: Prime
LN030677,2026-07-26,Consumer Durable,83500.0,717,63000.0,17.05,0.173,0,Current,0,True,Approved,Tier 3: Near Prime
LN030678,2026-04-11,Two-Wheeler,18000.0,801,85000.0,15.65,0.365,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030682,2024-08-13,Personal Loan,38400.0,786,191000.0,15.9,0.504,21,Stage 1,0,True,Approved,Tier 2: Prime
LN030683,2025-02-25,Consumer Durable,33200.0,810,18000.0,15.5,0.165,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030686,2025-05-31,Consumer Durable,39200.0,835,42000.0,15.08,0.41,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030687,2025-09-08,Consumer Durable,24000.0,762,34000.0,16.3,0.171,0,Current,0,True,Approved,Tier 2: Prime
LN030688,2024-10-22,Two-Wheeler,110200.0,802,91000.0,15.63,0.337,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030690,2026-04-19,Two-Wheeler,59900.0,687,132000.0,17.55,0.338,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030693,2025-01-02,Personal Loan,37300.0,879,371000.0,14.35,0.55,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030694,2024-08-04,Two-Wheeler,34900.0,748,67000.0,16.53,0.491,15,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030695,2024-11-08,Two-Wheeler,127600.0,765,105000.0,16.25,0.354,0,Current,0,True,Approved,Tier 2: Prime
LN030699,2024-12-27,Personal Loan,65700.0,715,512000.0,17.08,0.399,0,Current,0,True,Approved,Tier 3: Near Prime
LN030701,2024-12-16,Consumer Durable,67300.0,671,76000.0,17.82,0.174,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030702,2025-05-14,Consumer Durable,20100.0,738,42000.0,16.7,0.192,0,Current,0,True,Approved,Tier 3: Near Prime
LN030703,2026-03-18,Two-Wheeler,59400.0,702,129000.0,17.3,0.521,0,Current,0,True,Approved,Tier 3: Near Prime
LN030704,2025-03-26,Personal Loan,95700.0,750,639000.0,16.5,0.411,0,Current,0,True,Approved,Tier 2: Prime
LN030708,2025-03-25,Two-Wheeler,52400.0,687,53000.0,17.55,0.527,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030709,2025-11-02,Two-Wheeler,27700.0,653,112000.0,18.12,0.272,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030711,2025-10-16,Consumer Durable,39100.0,759,32000.0,16.35,0.234,0,Current,0,True,Approved,Tier 2: Prime
LN030713,2025-02-06,Two-Wheeler,40600.0,653,99000.0,18.12,0.202,165,Stage 3 (Default),1,True,Approved,Tier 4: Sub-Prime
LN030715,2025-10-10,Two-Wheeler,73800.0,764,126000.0,16.27,0.267,0,Current,0,True,Approved,Tier 2: Prime
LN030716,2025-01-11,Two-Wheeler,15000.0,675,74000.0,17.75,0.434,27,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN030717,2024-08-13,Personal Loan,42300.0,656,181000.0,18.07,0.322,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030719,2025-07-12,Consumer Durable,49100.0,833,25000.0,15.12,0.259,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030720,2024-09-24,Two-Wheeler,201200.0,874,126000.0,14.43,0.158,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030721,2025-09-16,Two-Wheeler,133900.0,735,84000.0,16.75,0.448,174,Stage 3 (Default),1,True,Approved,Tier 3: Near Prime
LN030725,2025-09-04,Consumer Durable,44800.0,753,42000.0,16.45,0.426,0,Current,0,True,Approved,Tier 2: Prime
LN030728,2025-08-15,Personal Loan,125500.0,714,545000.0,17.1,0.483,0,Current,0,True,Approved,Tier 3: Near Prime
LN030729,2024-12-21,Personal Loan,84900.0,751,455000.0,16.48,0.392,0,Current,0,True,Approved,Tier 2: Prime
LN030733,2024-09-16,Two-Wheeler,90000.0,655,108000.0,18.08,0.511,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030735,2025-10-21,Two-Wheeler,17800.0,686,40000.0,17.57,0.182,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030736,2026-06-14,Two-Wheeler,51400.0,848,131000.0,14.87,0.389,99,Stage 3 (Default),1,True,Approved,Tier 1: Prime Plus
LN030738,2025-10-05,Personal Loan,34100.0,748,157000.0,16.53,0.481,130,Stage 3 (Default),1,True,Approved,Tier 3: Near Prime
LN030740,2026-04-11,Two-Wheeler,45600.0,776,119000.0,16.07,0.368,23,Stage 1,0,True,Approved,Tier 2: Prime
LN030742,2026-04-05,Consumer Durable,98800.0,669,74000.0,17.85,0.225,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030744,2024-10-06,Personal Loan,96300.0,700,519000.0,17.33,0.297,76,Stage 2,0,True,Approved,Tier 3: Near Prime
LN030745,2025-02-01,Two-Wheeler,53600.0,795,109000.0,15.75,0.491,0,Current,0,True,Approved,Tier 2: Prime
LN030746,2025-10-26,Consumer Durable,47000.0,790,79000.0,15.83,0.219,20,Stage 1,0,True,Approved,Tier 2: Prime
LN030749,2024-09-25,Consumer Durable,90700.0,786,25000.0,15.9,0.151,0,Current,0,True,Approved,Tier 2: Prime
LN030752,2025-01-20,Personal Loan,70600.0,722,543000.0,16.97,0.392,0,Current,0,True,Approved,Tier 3: Near Prime
LN030754,2025-12-12,Two-Wheeler,46200.0,668,127000.0,17.87,0.404,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030755,2025-03-31,Two-Wheeler,66100.0,838,130000.0,15.03,0.199,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030757,2026-06-05,Two-Wheeler,30400.0,774,65000.0,16.1,0.275,0,Current,0,True,Approved,Tier 2: Prime
LN030761,2025-05-10,Consumer Durable,36900.0,866,73000.0,14.57,0.262,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030762,2025-11-02,Personal Loan,125100.0,862,708000.0,14.63,0.379,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030763,2026-03-02,Two-Wheeler,24700.0,790,54000.0,15.83,0.318,0,Current,0,True,Approved,Tier 2: Prime
LN030765,2025-12-13,Two-Wheeler,34500.0,776,46000.0,16.07,0.351,0,Current,0,True,Approved,Tier 2: Prime
LN030766,2025-12-20,Consumer Durable,59600.0,671,22000.0,17.82,0.443,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030767,2024-11-28,Personal Loan,72300.0,682,395000.0,17.63,0.37,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030768,2024-08-06,Personal Loan,122800.0,758,120000.0,16.37,0.219,0,Current,0,True,Approved,Tier 2: Prime
LN030769,2025-09-20,Personal Loan,62100.0,828,270000.0,15.2,0.426,126,Stage 3 (Default),1,True,Approved,Tier 1: Prime Plus
LN030772,2025-06-19,Two-Wheeler,155000.0,780,81000.0,16.0,0.241,0,Current,0,True,Approved,Tier 2: Prime
LN030776,2025-12-18,Two-Wheeler,38400.0,794,121000.0,15.77,0.527,0,Current,0,True,Approved,Tier 2: Prime
LN030777,2026-05-25,Personal Loan,76000.0,777,141000.0,16.05,0.511,0,Current,0,True,Approved,Tier 2: Prime
LN030778,2024-08-14,Two-Wheeler,23500.0,713,60000.0,17.12,0.48,0,Current,0,True,Approved,Tier 3: Near Prime
LN030782,2025-04-06,Two-Wheeler,51800.0,710,58000.0,17.17,0.35,2,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030788,2025-03-13,Consumer Durable,48700.0,738,59000.0,16.7,0.462,0,Current,0,True,Approved,Tier 3: Near Prime
LN030792,2025-10-09,Consumer Durable,50100.0,658,59000.0,18.03,0.298,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030793,2024-10-06,Two-Wheeler,30700.0,700,100000.0,17.33,0.44,0,Current,0,True,Approved,Tier 3: Near Prime
LN030796,2025-11-23,Consumer Durable,45100.0,728,25000.0,16.87,0.447,100,Stage 3 (Default),1,True,Approved,Tier 3: Near Prime
LN030798,2026-04-23,Two-Wheeler,31500.0,665,129000.0,17.92,0.393,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030800,2025-09-07,Two-Wheeler,117500.0,745,65000.0,16.58,0.169,8,Stage 1,0,True,Approved,Tier 3: Near Prime
LN030802,2024-11-05,Personal Loan,257400.0,728,140000.0,16.87,0.132,52,Stage 2,0,True,Approved,Tier 3: Near Prime
LN030804,2024-09-16,Personal Loan,61200.0,793,398000.0,15.78,0.416,0,Current,0,True,Approved,Tier 2: Prime
LN030805,2025-05-05,Consumer Durable,56100.0,768,44000.0,16.2,0.45,0,Current,0,True,Approved,Tier 2: Prime
LN030806,2025-11-27,Personal Loan,50100.0,760,404000.0,16.33,0.51,0,Current,0,True,Approved,Tier 2: Prime
LN030807,2025-03-30,Two-Wheeler,18900.0,724,112000.0,16.93,0.371,0,Current,0,True,Approved,Tier 3: Near Prime
LN030809,2025-01-13,Two-Wheeler,55100.0,793,71000.0,15.78,0.277,0,Current,0,True,Approved,Tier 2: Prime
LN030810,2025-03-12,Two-Wheeler,26500.0,709,58000.0,17.18,0.275,0,Current,0,True,Approved,Tier 3: Near Prime
LN030811,2025-04-21,Two-Wheeler,101300.0,660,82000.0,18.0,0.208,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN030812,2025-05-15,Consumer Durable,42900.0,708,79000.0,17.2,0.207,0,Current,0,True,Approved,Tier 3: Near Prime
LN030817,2024-12-19,Two-Wheeler,94000.0,737,149000.0,16.72,0.495,0,Current,0,True,Approved,Tier 3: Near Prime
LN030818,2026-01-21,Two-Wheeler,53800.0,809,126000.0,15.52,0.24,0,Current,0,True,Approved,Tier 1: Prime Plus
LN030820,2026-03-19,Personal Loan,99100.0,759,91000.0,16.35,0.498,11,Stage 1,0,True,Approved,Tier 2: Prime
LN030821,2025-01-11,Personal Loan,34200.0,703,52000.0,17.28,0.525,0,Current,0,True,Approved,Tier 3: Near Prime
LN030822,2025-04-21,Two-Wheeler,19300.0,729,114000.0,16.85,0.479,85,Stage 2,0,True,Approved,Tier 3: Near Prime
LN030824,2025-04-28,Two-Wheeler,103500.0,785,55000.0,15.92,0.406,0,Current,0,True,Approved,Tier 2: Prime
