loan_id,origination_date,loan_product,monthly_income_inr,cibil_score,loan_amount_inr,interest_rate_pct,dti_ratio,days_past_due,ind_as_stage,default_flag
LN026756,2024-08-22,Personal Loan,51800.0,646,935000.0,18.23,1.141,0,Current,0
LN026757,2026-07-30,Two-Wheeler,40100.0,733,41000.0,16.78,0.369,0,Current,0
LN026758,2026-03-26,Two-Wheeler,65000.0,747,57000.0,16.55,0.379,0,Current,0
LN026759,2026-03-14,Two-Wheeler,54900.0,662,71000.0,17.97,0.381,0,Current,0
LN026760,2025-08-08,Personal Loan,58700.0,656,528000.0,18.07,0.698,0,Current,0
LN026761,2025-03-24,Two-Wheeler,47100.0,662,61000.0,17.97,0.352,37,Stage 2,0
LN026762,2025-12-05,Personal Loan,67600.0,843,495000.0,14.95,0.581,0,Current,0
LN026763,2025-12-16,Consumer Durable,85100.0,830,57000.0,15.17,0.252,0,Current,0
LN026764,2024-10-16,Consumer Durable,84300.0,718,76000.0,17.03,0.282,0,Current,0
LN026765,2025-01-18,Personal Loan,64500.0,746,527000.0,16.57,0.785,0,Current,0
LN026766,2024-11-30,Personal Loan,48900.0,731,308000.0,16.82,0.573,0,Current,0
LN026767,2025-04-30,Personal Loan,64000.0,677,161000.0,17.72,0.198,3,Stage 1,0
LN026768,2025-09-08,Personal Loan,100400.0,779,98000.0,16.02,0.368,0,Current,0
LN026769,2026-02-10,Two-Wheeler,44700.0,586,94000.0,19.23,0.323,0,Current,0
LN026770,2025-06-14,Two-Wheeler,41600.0,750,42000.0,16.5,0.407,0,Current,0
LN026771,2025-10-25,Personal Loan,65900.0,808,882000.0,15.53,0.621,0,Current,0
LN026772,2024-09-12,Two-Wheeler,76300.0,652,124000.0,18.13,0.353,0,Current,0
LN026773,2025-01-14,Consumer Durable,46200.0,685,54000.0,17.58,0.186,0,Current,0
LN026774,2024-08-28,Two-Wheeler,64200.0,530,114000.0,20.17,0.531,0,Current,0
LN026775,2024-10-24,Personal Loan,29600.0,649,121000.0,18.18,0.561,0,Current,0
LN026776,2026-02-05,Two-Wheeler,48700.0,859,42000.0,14.68,0.346,0,Current,0
LN026777,2025-03-29,Two-Wheeler,124500.0,565,130000.0,19.58,0.537,0,Current,0
LN026778,2025-07-18,Consumer Durable,70600.0,654,67000.0,18.1,0.388,9,Stage 1,0
LN026779,2025-05-04,Personal Loan,33200.0,835,104000.0,15.08,0.276,0,Current,0
LN026780,2025-01-05,Personal Loan,36000.0,701,728000.0,17.32,1.075,0,Current,0
LN026781,2025-10-15,Two-Wheeler,23200.0,665,46000.0,17.92,0.467,0,Current,0
LN026782,2024-08-19,Two-Wheeler,129800.0,731,58000.0,16.82,0.436,0,Current,0
LN026783,2025-03-11,Two-Wheeler,27000.0,670,129000.0,17.83,0.285,0,Current,0
LN026784,2025-02-14,Personal Loan,15000.0,666,619000.0,17.9,1.779,1,Stage 1,0
LN026785,2025-01-25,Two-Wheeler,21100.0,736,74000.0,16.73,0.476,0,Current,0
LN026786,2025-04-29,Personal Loan,50600.0,682,749000.0,17.63,0.785,0,Current,0
LN026787,2024-09-04,Personal Loan,31900.0,741,900000.0,16.65,1.222,0,Current,0
LN026788,2025-01-05,Two-Wheeler,53000.0,870,135000.0,14.5,0.41,0,Current,0
LN026789,2025-09-03,Personal Loan,60200.0,783,307000.0,15.95,0.488,0,Current,0
LN026790,2026-02-21,Personal Loan,33700.0,743,251000.0,16.62,0.52,0,Current,0
LN026791,2025-10-07,Two-Wheeler,28200.0,698,136000.0,17.37,0.585,0,Current,0
LN026792,2025-11-20,Two-Wheeler,84700.0,596,136000.0,19.07,0.531,0,Current,0
LN026793,2025-01-10,Personal Loan,58600.0,817,476000.0,15.38,0.747,0,Current,0
LN026794,2025-08-21,Two-Wheeler,15000.0,692,56000.0,17.47,0.39,0,Current,0
LN026795,2025-04-22,Personal Loan,19500.0,642,187000.0,18.3,0.502,23,Stage 1,0
LN026796,2025-01-25,Personal Loan,16700.0,602,986000.0,18.97,2.279,9,Stage 1,0
LN026797,2024-12-18,Personal Loan,44500.0,727,745000.0,16.88,1.087,1,Stage 1,0
LN026798,2025-06-02,Personal Loan,55400.0,729,238000.0,16.85,0.53,14,Stage 1,0
LN026799,2026-05-04,Consumer Durable,44200.0,667,30000.0,17.88,0.349,0,Current,0
LN026800,2024-08-05,Personal Loan,33600.0,785,362000.0,15.92,0.603,0,Current,0
LN026801,2025-02-16,Two-Wheeler,90500.0,742,50000.0,16.63,0.352,0,Current,0
LN026802,2025-07-28,Consumer Durable,59400.0,638,19000.0,18.37,0.233,0,Current,0
LN026803,2026-03-15,Consumer Durable,28400.0,589,71000.0,19.18,0.204,0,Current,0
LN026804,2025-02-16,Personal Loan,29500.0,706,853000.0,17.23,1.215,134,Stage 3 (Default),1
LN026805,2025-11-08,Consumer Durable,31000.0,678,74000.0,17.7,0.369,0,Current,0
LN026806,2024-09-30,Consumer Durable,39800.0,752,29000.0,16.47,0.408,18,Stage 1,0
LN026807,2025-04-23,Personal Loan,50100.0,786,305000.0,15.9,0.525,0,Current,0
LN026808,2026-01-27,Personal Loan,62800.0,813,276000.0,15.45,0.274,78,Stage 2,0
LN026809,2025-04-20,Personal Loan,29900.0,637,544000.0,18.38,0.918,40,Stage 2,0
LN026810,2025-08-01,Two-Wheeler,21700.0,682,97000.0,17.63,0.287,0,Current,0
LN026811,2025-07-27,Two-Wheeler,62100.0,668,123000.0,17.87,0.358,0,Current,0
LN026812,2024-12-23,Personal Loan,80600.0,625,250000.0,18.58,0.357,0,Current,0
LN026813,2026-01-13,Two-Wheeler,136800.0,790,147000.0,15.83,0.248,0,Current,0
LN026814,2025-06-18,Personal Loan,62500.0,712,407000.0,17.13,0.626,0,Current,0
LN026815,2025-06-11,Consumer Durable,31600.0,788,44000.0,15.87,0.264,0,Current,0
LN026816,2025-04-21,Personal Loan,70700.0,708,849000.0,17.2,0.539,17,Stage 1,0
LN026817,2025-09-25,Two-Wheeler,44800.0,776,88000.0,16.07,0.568,0,Current,0
LN026818,2026-04-23,Personal Loan,21900.0,673,919000.0,17.78,1.623,26,Stage 1,0
LN026819,2025-06-06,Personal Loan,47600.0,626,285000.0,18.57,0.461,0,Current,0
LN026820,2025-05-05,Two-Wheeler,58100.0,762,83000.0,16.3,0.528,13,Stage 1,0
LN026821,2025-07-06,Personal Loan,115900.0,623,926000.0,18.62,0.668,59,Stage 2,0
LN026822,2026-03-14,Two-Wheeler,51200.0,657,107000.0,18.05,0.513,0,Current,0
LN026823,2024-08-22,Consumer Durable,30100.0,738,25000.0,16.7,0.362,0,Current,0
LN026824,2025-06-26,Personal Loan,15800.0,684,646000.0,17.6,1.817,65,Stage 2,0
LN026825,2025-11-02,Consumer Durable,23400.0,785,78000.0,15.92,0.265,0,Current,0
LN026826,2025-04-23,Personal Loan,27400.0,667,155000.0,17.88,0.459,0,Current,0
LN026827,2026-01-01,Personal Loan,133200.0,602,423000.0,18.97,0.358,0,Current,0
LN026828,2024-08-29,Personal Loan,43700.0,701,145000.0,17.32,0.328,0,Current,0
LN026829,2025-09-23,Consumer Durable,46500.0,512,43000.0,20.47,0.433,0,Current,0
LN026830,2025-08-01,Personal Loan,94900.0,694,225000.0,17.43,0.353,0,Current,0
LN026831,2025-03-11,Consumer Durable,70400.0,619,46000.0,18.68,0.436,0,Current,0
LN026832,2026-06-26,Consumer Durable,41900.0,778,69000.0,16.03,0.313,0,Current,0
LN026833,2026-05-07,Personal Loan,97500.0,734,579000.0,16.77,0.688,25,Stage 1,0
LN026834,2025-12-08,Two-Wheeler,32500.0,764,64000.0,16.27,0.296,0,Current,0
LN026835,2026-04-03,Two-Wheeler,58100.0,787,60000.0,15.88,0.424,24,Stage 1,0
LN026836,2025-01-09,Personal Loan,23100.0,775,516000.0,16.08,1.069,0,Current,0
LN026837,2025-12-07,Personal Loan,57300.0,770,244000.0,16.17,0.42,24,Stage 1,0
LN026838,2025-04-30,Personal Loan,90300.0,781,310000.0,15.98,0.502,0,Current,0
LN026839,2025-06-06,Two-Wheeler,82700.0,794,53000.0,15.77,0.486,12,Stage 1,0
LN026840,2025-03-20,Two-Wheeler,84200.0,619,98000.0,18.68,0.168,0,Current,0
LN026841,2025-06-29,Personal Loan,277200.0,779,991000.0,16.02,0.501,0,Current,0
LN026842,2025-11-21,Personal Loan,41800.0,735,154000.0,16.75,0.561,0,Current,0
LN026843,2025-09-22,Consumer Durable,28500.0,751,36000.0,16.48,0.447,69,Stage 2,0
LN026844,2025-01-15,Personal Loan,64400.0,848,66000.0,14.87,0.338,0,Current,0
LN026845,2025-08-13,Two-Wheeler,28900.0,754,96000.0,16.43,0.608,0,Current,0
LN026846,2025-02-23,Personal Loan,24800.0,703,163000.0,17.28,0.536,1,Stage 1,0
LN026847,2026-06-16,Consumer Durable,42100.0,580,31000.0,19.33,0.267,0,Current,0
LN026848,2024-09-18,Consumer Durable,160800.0,697,35000.0,17.38,0.249,0,Current,0
LN026849,2025-08-19,Personal Loan,74100.0,761,388000.0,16.32,0.682,58,Stage 2,0
LN026850,2025-07-09,Personal Loan,61600.0,646,434000.0,18.23,0.541,0,Current,0
LN026851,2025-08-28,Personal Loan,18000.0,812,335000.0,15.47,0.922,0,Current,0
LN026852,2026-05-05,Personal Loan,33700.0,855,463000.0,14.75,0.683,0,Current,0
LN026853,2024-12-01,Personal Loan,115800.0,733,322000.0,16.78,0.549,20,Stage 1,0
LN026854,2024-09-22,Two-Wheeler,41700.0,704,99000.0,17.27,0.582,0,Current,0
LN026855,2026-04-09,Personal Loan,182900.0,694,594000.0,17.43,0.415,0,Current,0
LN026856,2025-09-25,Personal Loan,64100.0,861,297000.0,14.65,0.498,0,Current,0
LN026857,2025-03-14,Two-Wheeler,44800.0,816,134000.0,15.4,0.489,0,Current,0
LN026858,2024-12-21,Two-Wheeler,40600.0,599,42000.0,19.02,0.498,0,Current,0
LN026859,2025-04-18,Personal Loan,47100.0,717,97000.0,17.05,0.185,0,Current,0
LN026860,2026-07-13,Two-Wheeler,20500.0,863,82000.0,14.62,0.448,0,Current,0
LN026861,2025-07-18,Two-Wheeler,87900.0,788,122000.0,15.87,0.326,0,Current,0
LN026862,2026-06-17,Two-Wheeler,63900.0,643,82000.0,18.28,0.195,0,Current,0
LN026863,2025-06-26,Personal Loan,42000.0,700,525000.0,17.33,0.684,66,Stage 2,0
LN026864,2025-06-05,Personal Loan,45800.0,696,932000.0,17.4,1.081,53,Stage 2,0
LN026865,2024-11-05,Consumer Durable,79700.0,633,21000.0,18.45,0.178,0,Current,0
LN026866,2024-11-11,Consumer Durable,165700.0,896,44000.0,14.07,0.466,0,Current,0
LN026867,2024-10-24,Two-Wheeler,122900.0,818,100000.0,15.37,0.414,0,Current,0
LN026868,2025-12-11,Personal Loan,54800.0,754,933000.0,16.43,0.9,81,Stage 2,0
LN026869,2024-09-17,Two-Wheeler,29900.0,749,86000.0,16.52,0.227,0,Current,0
LN026870,2026-03-28,Consumer Durable,19500.0,827,15000.0,15.22,0.219,88,Stage 2,0
LN026871,2024-09-28,Personal Loan,52800.0,688,167000.0,17.53,0.596,175,Stage 3 (Default),1
LN026872,2026-07-30,Personal Loan,30600.0,786,803000.0,15.9,1.027,135,Stage 3 (Default),1
LN026873,2024-08-29,Two-Wheeler,53800.0,894,63000.0,14.1,0.308,0,Current,0
LN026874,2024-11-13,Consumer Durable,58400.0,750,28000.0,16.5,0.494,0,Current,0
LN026875,2026-03-29,Personal Loan,75400.0,784,560000.0,15.93,0.678,57,Stage 2,0
LN026876,2026-07-17,Two-Wheeler,24300.0,711,52000.0,17.15,0.537,0,Current,0
LN026877,2026-05-06,Two-Wheeler,28800.0,681,52000.0,17.65,0.379,0,Current,0
LN026878,2025-06-24,Two-Wheeler,40600.0,638,107000.0,18.37,0.526,0,Current,0
LN026879,2025-05-05,Two-Wheeler,57300.0,734,69000.0,16.77,0.315,0,Current,0
LN026880,2024-09-17,Two-Wheeler,55300.0,604,67000.0,18.93,0.247,0,Current,0
LN026881,2025-10-01,Personal Loan,230200.0,663,991000.0,17.95,0.3,0,Current,0
LN026882,2025-12-08,Personal Loan,15000.0,679,630000.0,17.68,1.929,0,Current,0
LN026883,2025-05-13,Two-Wheeler,95400.0,767,59000.0,16.22,0.513,0,Current,0
LN026884,2024-12-12,Personal Loan,92500.0,659,766000.0,18.02,0.431,0,Current,0
LN026885,2025-01-06,Two-Wheeler,28300.0,719,53000.0,17.02,0.176,0,Current,0
LN026886,2025-03-06,Two-Wheeler,36900.0,612,121000.0,18.8,0.344,0,Current,0
LN026887,2026-03-20,Personal Loan,141100.0,728,843000.0,16.87,0.572,0,Current,0
LN026888,2026-02-13,Two-Wheeler,33700.0,796,91000.0,15.73,0.423,0,Current,0
LN026889,2024-12-10,Two-Wheeler,34100.0,693,127000.0,17.45,0.596,0,Current,0
LN026890,2026-05-15,Personal Loan,52700.0,613,602000.0,18.78,0.616,0,Current,0
LN026891,2025-08-24,Personal Loan,66700.0,738,337000.0,16.7,0.491,0,Current,0
LN026892,2024-08-22,Consumer Durable,89200.0,870,34000.0,14.5,0.336,0,Current,0
LN026893,2026-02-25,Personal Loan,91500.0,696,235000.0,17.4,0.293,0,Current,0
LN026894,2026-01-06,Two-Wheeler,78400.0,735,138000.0,16.75,0.444,0,Current,0
LN026895,2025-08-16,Personal Loan,15600.0,642,228000.0,18.3,0.631,0,Current,0
LN026896,2025-06-07,Personal Loan,47800.0,683,93000.0,17.62,0.287,0,Current,0
LN026897,2025-12-28,Personal Loan,73100.0,675,812000.0,17.75,0.608,0,Current,0
LN026898,2026-07-14,Two-Wheeler,73900.0,763,110000.0,16.28,0.216,0,Current,0
LN026899,2026-01-11,Personal Loan,32000.0,661,347000.0,17.98,0.79,0,Current,0
LN026900,2024-11-11,Personal Loan,26500.0,687,254000.0,17.55,0.723,0,Current,0
LN026901,2025-12-09,Two-Wheeler,25500.0,739,115000.0,16.68,0.394,0,Current,0
LN026902,2025-07-11,Personal Loan,64800.0,558,755000.0,19.7,0.725,0,Current,0
LN026903,2025-05-18,Personal Loan,89700.0,778,655000.0,16.03,0.522,0,Current,0
LN026904,2025-07-21,Personal Loan,53400.0,616,531000.0,18.73,0.604,0,Current,0
LN026905,2026-03-28,Personal Loan,25800.0,623,101000.0,18.62,0.282,0,Current,0
LN026906,2024-12-14,Two-Wheeler,54600.0,627,76000.0,18.55,0.181,0,Current,0
LN026907,2026-03-04,Personal Loan,27700.0,833,510000.0,15.12,0.949,0,Current,0
LN026908,2025-03-31,Personal Loan,31500.0,825,516000.0,15.25,0.896,0,Current,0
LN026909,2025-06-22,Consumer Durable,39300.0,656,51000.0,18.07,0.347,0,Current,0
LN026910,2025-07-05,Consumer Durable,30400.0,850,23000.0,14.83,0.3,0,Current,0
LN026911,2026-07-04,Consumer Durable,24900.0,848,48000.0,14.87,0.321,0,Current,0
LN026912,2025-03-20,Consumer Durable,124200.0,730,40000.0,16.83,0.318,0,Current,0
LN026913,2024-11-24,Two-Wheeler,15800.0,888,142000.0,14.2,0.593,0,Current,0
LN026914,2025-04-22,Two-Wheeler,34400.0,824,69000.0,15.27,0.458,0,Current,0
LN026915,2025-10-21,Two-Wheeler,43100.0,710,117000.0,17.17,0.586,0,Current,0
LN026916,2024-08-24,Two-Wheeler,102400.0,766,59000.0,16.23,0.29,0,Current,0
LN026917,2025-12-03,Two-Wheeler,58500.0,667,76000.0,17.88,0.237,0,Current,0
LN026918,2025-12-12,Personal Loan,41400.0,694,308000.0,17.43,0.582,0,Current,0
LN026919,2025-12-07,Consumer Durable,31400.0,709,33000.0,17.18,0.159,0,Current,0
LN026920,2025-01-17,Two-Wheeler,97600.0,648,66000.0,18.2,0.163,0,Current,0
LN026921,2024-10-21,Consumer Durable,30200.0,735,44000.0,16.75,0.391,82,Stage 2,0
LN026922,2025-10-11,Personal Loan,55600.0,562,470000.0,19.63,0.608,0,Current,0
LN026923,2026-04-09,Personal Loan,44300.0,732,961000.0,16.8,0.906,26,Stage 1,0
LN026924,2024-08-18,Personal Loan,65400.0,690,494000.0,17.5,0.647,0,Current,0
LN026925,2024-10-01,Two-Wheeler,125800.0,779,100000.0,16.02,0.246,0,Current,0
LN026926,2025-12-04,Personal Loan,74900.0,684,326000.0,17.6,0.384,0,Current,0
LN026927,2026-07-02,Personal Loan,45400.0,742,294000.0,16.63,0.607,108,Stage 3 (Default),1
LN026928,2026-05-02,Personal Loan,134000.0,695,807000.0,17.42,0.463,87,Stage 2,0
LN026929,2025-07-22,Personal Loan,126500.0,634,615000.0,18.43,0.412,0,Current,0
LN026930,2026-06-08,Two-Wheeler,97100.0,732,75000.0,16.8,0.48,0,Current,0
LN026931,2024-08-22,Consumer Durable,58100.0,723,57000.0,16.95,0.372,165,Stage 3 (Default),1
LN026932,2025-06-12,Personal Loan,30900.0,796,733000.0,15.73,1.243,0,Current,0
LN026933,2024-08-10,Two-Wheeler,15000.0,837,61000.0,15.05,0.43,0,Current,0
LN026934,2026-04-10,Personal Loan,55700.0,899,204000.0,14.02,0.37,0,Current,0
LN026935,2025-04-27,Personal Loan,78000.0,748,658000.0,16.53,0.498,0,Current,0
LN026936,2025-06-30,Two-Wheeler,22000.0,752,142000.0,16.47,0.593,0,Current,0
LN026937,2026-04-22,Two-Wheeler,62900.0,740,49000.0,16.67,0.178,83,Stage 2,0
LN026938,2024-12-01,Consumer Durable,37500.0,653,57000.0,18.12,0.371,0,Current,0
LN026939,2026-06-17,Personal Loan,66600.0,690,993000.0,17.5,0.704,0,Current,0
LN026940,2025-09-22,Consumer Durable,33900.0,756,48000.0,16.4,0.479,0,Current,0
LN026941,2024-09-25,Personal Loan,31700.0,816,877000.0,15.4,1.3,3,Stage 1,0
LN026942,2026-04-04,Personal Loan,47300.0,815,710000.0,15.42,0.746,0,Current,0
LN026943,2026-03-06,Personal Loan,24200.0,702,571000.0,17.3,1.004,5,Stage 1,0
LN026944,2025-02-03,Two-Wheeler,87300.0,657,123000.0,18.05,0.548,0,Current,0
LN026945,2024-08-28,Personal Loan,49600.0,836,594000.0,15.07,0.88,0,Current,0
LN026946,2026-06-07,Personal Loan,24700.0,671,417000.0,17.82,0.938,0,Current,0
LN026947,2025-03-21,Two-Wheeler,33900.0,620,108000.0,18.67,0.451,0,Current,0
LN026948,2025-07-12,Personal Loan,69900.0,737,96000.0,16.72,0.313,0,Current,0
LN026949,2026-07-07,Personal Loan,40900.0,696,495000.0,17.4,0.712,0,Current,0
LN026950,2024-10-12,Personal Loan,75100.0,711,993000.0,17.15,0.87,0,Current,0
LN026951,2024-09-04,Personal Loan,27000.0,701,794000.0,17.32,1.415,5,Stage 1,0
LN026952,2024-12-16,Two-Wheeler,41400.0,713,148000.0,17.12,0.576,0,Current,0
LN026953,2025-06-05,Two-Wheeler,46900.0,714,94000.0,17.1,0.363,0,Current,0
LN026954,2024-10-18,Personal Loan,186500.0,764,211000.0,16.27,0.17,50,Stage 2,0
LN026955,2026-06-25,Personal Loan,31700.0,730,466000.0,16.83,0.95,0,Current,0
LN026956,2026-01-16,Consumer Durable,71400.0,717,40000.0,17.05,0.42,0,Current,0
LN026957,2026-02-17,Two-Wheeler,65000.0,754,128000.0,16.43,0.287,0,Current,0
LN026958,2025-01-10,Two-Wheeler,139900.0,784,73000.0,15.93,0.32,0,Current,0
LN026959,2025-03-15,Personal Loan,110800.0,616,543000.0,18.73,0.314,3,Stage 1,0
LN026960,2026-05-09,Personal Loan,37100.0,664,867000.0,17.93,1.125,4,Stage 1,0
LN026961,2026-02-11,Consumer Durable,26100.0,592,25000.0,19.13,0.403,0,Current,0
LN026962,2024-11-19,Two-Wheeler,21000.0,716,77000.0,17.07,0.517,0,Current,0
LN026963,2024-12-09,Personal Loan,56500.0,677,591000.0,17.72,0.753,0,Current,0
LN026964,2025-04-02,Personal Loan,90100.0,643,591000.0,18.28,0.443,0,Current,0
LN026965,2024-11-25,Personal Loan,97400.0,719,739000.0,17.02,0.381,0,Current,0
LN026966,2025-10-15,Personal Loan,41900.0,639,300000.0,18.35,0.391,0,Current,0
LN026967,2025-07-10,Consumer Durable,50300.0,759,29000.0,16.35,0.46,0,Current,0
LN026968,2025-05-28,Consumer Durable,115300.0,713,39000.0,17.12,0.446,0,Current,0
LN026969,2026-06-25,Personal Loan,31000.0,697,805000.0,17.38,1.051,0,Current,0
LN026970,2024-10-09,Personal Loan,15000.0,730,396000.0,16.83,1.328,0,Current,0
LN026971,2024-11-04,Two-Wheeler,97900.0,761,128000.0,16.32,0.407,0,Current,0
LN026972,2026-02-17,Personal Loan,24400.0,712,695000.0,17.13,1.288,0,Current,0
LN026973,2025-05-30,Two-Wheeler,41200.0,694,120000.0,17.43,0.354,0,Current,0
LN026974,2024-08-18,Two-Wheeler,64500.0,704,70000.0,17.27,0.342,13,Stage 1,0
LN026975,2026-06-29,Two-Wheeler,37100.0,781,46000.0,15.98,0.345,0,Current,0
LN026976,2025-03-12,Two-Wheeler,93700.0,595,43000.0,19.08,0.445,0,Current,0
LN026977,2026-01-05,Two-Wheeler,243500.0,715,40000.0,17.08,0.293,0,Current,0
LN026978,2026-07-15,Consumer Durable,30200.0,825,46000.0,15.25,0.398,0,Current,0
LN026979,2026-04-28,Personal Loan,53100.0,787,742000.0,15.88,0.75,0,Current,0
LN026980,2024-11-20,Consumer Durable,49200.0,742,40000.0,16.63,0.346,0,Current,0
LN026981,2024-08-30,Personal Loan,59100.0,764,749000.0,16.27,0.683,0,Current,0
LN026982,2025-10-02,Personal Loan,34100.0,900,614000.0,14.0,0.911,0,Current,0
LN026983,2025-01-04,Personal Loan,33200.0,733,988000.0,16.78,1.251,0,Current,0
LN026984,2025-04-16,Two-Wheeler,33700.0,684,73000.0,17.6,0.33,0,Current,0
LN026985,2025-05-19,Personal Loan,37200.0,820,442000.0,15.33,0.774,0,Current,0
LN026986,2026-02-02,Consumer Durable,37500.0,734,60000.0,16.77,0.265,0,Current,0
LN026987,2025-08-16,Two-Wheeler,15000.0,575,133000.0,19.42,0.812,0,Current,0
LN026988,2024-10-18,Personal Loan,51700.0,736,514000.0,16.73,0.79,0,Current,0
LN026989,2025-11-07,Two-Wheeler,40900.0,763,65000.0,16.28,0.264,0,Current,0
LN026990,2024-09-03,Consumer Durable,31900.0,644,61000.0,18.27,0.475,0,Current,0
LN026991,2024-11-14,Two-Wheeler,51800.0,882,41000.0,14.3,0.373,0,Current,0
LN026992,2026-01-08,Personal Loan,48900.0,670,819000.0,17.83,0.944,5,Stage 1,0
LN026993,2025-11-14,Consumer Durable,38600.0,679,52000.0,17.68,0.281,93,Stage 3 (Default),1
LN026994,2025-09-28,Two-Wheeler,49300.0,796,78000.0,15.73,0.3,0,Current,0
LN026995,2025-02-08,Personal Loan,34600.0,770,53000.0,16.17,0.227,0,Current,0
LN026996,2025-11-25,Personal Loan,24300.0,735,175000.0,16.75,0.387,0,Current,0
LN026997,2026-01-22,Personal Loan,159000.0,756,963000.0,16.4,0.467,0,Current,0
LN026998,2026-06-02,Consumer Durable,36400.0,690,79000.0,17.5,0.481,0,Current,0
LN026999,2025-03-15,Personal Loan,57500.0,681,549000.0,17.65,0.607,0,Current,0
LN027000,2025-12-17,Personal Loan,232800.0,631,250000.0,18.48,0.433,0,Current,0
LN027001,2025-01-05,Consumer Durable,38200.0,875,73000.0,14.42,0.456,0,Current,0
LN027002,2024-12-15,Personal Loan,64600.0,611,648000.0,18.82,0.865,44,Stage 2,0
LN027003,2025-02-17,Consumer Durable,198000.0,716,20000.0,17.07,0.119,0,Current,0
LN027004,2026-07-24,Personal Loan,18200.0,614,498000.0,18.77,1.397,19,Stage 1,0
LN027005,2025-12-10,Two-Wheeler,109100.0,706,111000.0,17.23,0.161,99,Stage 3 (Default),1
LN027006,2026-01-03,Personal Loan,56000.0,756,684000.0,16.4,0.709,0,Current,0
LN027007,2026-06-16,Consumer Durable,36200.0,722,63000.0,16.97,0.327,0,Current,0
LN027008,2025-01-31,Two-Wheeler,50500.0,870,91000.0,14.5,0.526,0,Current,0
LN027009,2025-02-13,Consumer Durable,39500.0,754,54000.0,16.43,0.489,19,Stage 1,0
LN027010,2026-02-15,Two-Wheeler,126200.0,722,114000.0,16.97,0.519,0,Current,0
LN027011,2024-10-05,Personal Loan,48600.0,772,528000.0,16.13,0.658,0,Current,0
LN027012,2025-09-04,Personal Loan,74500.0,680,768000.0,17.67,0.786,21,Stage 1,0
LN027013,2026-03-19,Personal Loan,35700.0,706,622000.0,17.23,0.84,0,Current,0
LN027014,2024-09-15,Two-Wheeler,58400.0,617,96000.0,18.72,0.263,0,Current,0
LN027015,2024-11-28,Consumer Durable,39000.0,795,72000.0,15.75,0.53,0,Current,0
LN027016,2025-12-23,Personal Loan,20900.0,753,732000.0,16.45,1.623,0,Current,0
LN027017,2026-01-25,Two-Wheeler,107500.0,784,115000.0,15.93,0.514,0,Current,0
LN027018,2025-02-09,Consumer Durable,60400.0,834,39000.0,15.1,0.468,0,Current,0
LN027019,2025-05-30,Personal Loan,77900.0,723,834000.0,16.95,0.733,0,Current,0
LN027020,2026-07-26,Consumer Durable,31700.0,693,57000.0,17.45,0.411,0,Current,0
LN027021,2025-08-13,Personal Loan,99800.0,746,805000.0,16.57,0.502,0,Current,0
LN027022,2025-02-05,Two-Wheeler,64900.0,712,58000.0,17.13,0.312,0,Current,0
LN027023,2026-01-30,Personal Loan,53600.0,664,621000.0,17.93,0.818,0,Current,0
LN027024,2026-06-15,Personal Loan,90900.0,695,65000.0,17.42,0.205,27,Stage 1,0
LN027025,2026-06-13,Personal Loan,40200.0,755,954000.0,16.42,0.965,0,Current,0
LN027026,2025-09-12,Consumer Durable,106600.0,654,17000.0,18.1,0.143,0,Current,0
LN027027,2025-09-15,Consumer Durable,32900.0,580,77000.0,19.33,0.276,0,Current,0
LN027028,2024-11-20,Personal Loan,50000.0,601,518000.0,18.98,0.514,14,Stage 1,0
LN027029,2026-06-17,Consumer Durable,27900.0,755,59000.0,16.42,0.22,154,Stage 3 (Default),1
LN027030,2024-09-03,Two-Wheeler,24600.0,710,56000.0,17.17,0.213,0,Current,0
LN027031,2026-07-11,Consumer Durable,37100.0,731,62000.0,16.82,0.342,0,Current,0
LN027032,2026-02-23,Personal Loan,44500.0,707,963000.0,17.22,1.229,0,Current,0
LN027033,2024-09-27,Personal Loan,68300.0,752,106000.0,16.47,0.438,0,Current,0
LN027034,2025-06-15,Two-Wheeler,33300.0,793,86000.0,15.78,0.401,0,Current,0
LN027035,2025-12-22,Personal Loan,69700.0,778,282000.0,16.03,0.598,0,Current,0
LN027036,2025-04-18,Personal Loan,40500.0,606,292000.0,18.9,0.379,0,Current,0
LN027037,2026-04-08,Personal Loan,36400.0,649,812000.0,18.18,0.976,0,Current,0
LN027038,2026-05-09,Personal Loan,71500.0,753,438000.0,16.45,0.62,0,Current,0
LN027039,2026-07-25,Personal Loan,35400.0,663,851000.0,17.95,1.212,0,Current,0
LN027040,2026-04-24,Consumer Durable,146600.0,803,25000.0,15.62,0.374,0,Current,0
LN027041,2025-08-26,Personal Loan,63500.0,825,908000.0,15.25,0.768,0,Current,0
LN027042,2026-02-04,Personal Loan,21600.0,823,904000.0,15.28,1.668,0,Current,0
LN027043,2024-10-01,Two-Wheeler,45600.0,709,95000.0,17.18,0.325,7,Stage 1,0
LN027044,2025-10-30,Two-Wheeler,33200.0,757,56000.0,16.38,0.406,0,Current,0
LN027045,2024-09-25,Two-Wheeler,18300.0,712,96000.0,17.13,0.342,1,Stage 1,0
LN027046,2024-10-02,Two-Wheeler,92500.0,841,44000.0,14.98,0.321,0,Current,0
LN027047,2025-09-21,Personal Loan,93800.0,721,658000.0,16.98,0.528,0,Current,0
LN027048,2026-07-08,Personal Loan,31700.0,854,882000.0,14.77,1.284,0,Current,0
